SaleId,CustomerId,ProductId,Date,Quantity,NetAmount,Discount
3293,C620251,P341596,2024-01-13,2,714.5,85.64
3294,C830235,P826289,2023-03-15,2,1337.95,220.63
3295,C260803,P465110,2023-12-04,7,2222.11,161.88
3296,C033211,P387671,2024-08-13,7,5206.28,905.14
3297,C976191,P155817,2024-04-06,8,388.26,38.14
3298,C587602,P366261,2024-05-03,1,491.35,124.99
3299,C298363,P208944,2023-06-22,7,2764.5,892.72
3300,C931205,P656411,2023-03-14,8,3600.1,88.62
3301,C909474,P273314,2023-06-03,5,1618.98,30.22
3302,C744441,P812662,2023-09-07,7,3210.54,940.04
3303,C121868,P731812,2024-04-18,8,8189.69,925.11
3304,C946606,P801232,2024-04-30,4,2859.71,54.05
3305,C486458,P382115,2025-07-03,8,7371.23,452.45
3306,C424446,P796107,2023-05-16,8,6063.43,1180.89
3307,C384514,P444405,2024-04-16,6,2234.83,470.33
3308,C463384,P309407,2024-09-28,8,6160.74,1192.62
3309,C023628,P515811,2023-08-31,4,1904.07,585.49
3310,C637717,P812662,2025-07-10,5,2814.23,150.47
3311,C424446,P387671,2024-10-07,7,5609.04,502.38
3312,C691564,P444405,2024-06-08,6,2582.29,122.87
3313,C923885,P934771,2023-02-16,3,176.21,5.5
3314,C876960,P515811,2025-05-12,1,501.86,120.53
3315,C329449,P168876,2023-10-06,5,2181.27,357.33
3316,C459725,P899452,2024-05-06,1,250.44,54.13
3317,C602276,P238925,2024-03-06,8,951.98,104.5
3318,C315159,P489519,2024-11-12,7,1327.79,188.13
3319,C532902,P812662,2024-04-03,8,3648.53,1094.99
3320,C013892,P598642,2025-04-15,4,4038.16,430.88
3321,C804397,P201973,2024-12-08,1,458.07,31.44
3322,C351396,P038166,2023-01-24,7,1810.01,117.72
3323,C686939,P571543,2024-04-26,4,3160.7,30.02
3324,C508284,P776014,2023-10-06,7,6469.2,1178.65
3325,C134619,P155531,2023-03-22,2,1789.73,506.81
3326,C946606,P496878,2023-05-21,7,1743.97,102.84
3327,C822594,P175136,2024-12-12,6,2316.46,403.64
3328,C830235,P373228,2023-07-03,6,378.57,36.27
3329,C247952,P107697,2023-06-14,8,1840.79,212.25
3330,C822594,P201973,2023-11-03,4,1474.67,483.37
3331,C761747,P934635,2025-07-27,6,3468.24,626.16
3332,C272914,P899452,2024-02-28,7,1999.8,132.19
3333,C351396,P436451,2025-06-14,5,3893.97,891.73
3334,C825533,P065667,2025-03-15,2,95.27,23.51
3335,C038689,P045043,2024-02-10,4,2907.9,674.34
3336,C198799,P835266,2023-10-10,8,6831.72,524.28
3337,C561221,P908105,2025-06-17,7,4229.67,298.63
3338,C483909,P775751,2023-06-25,3,1493.22,88.8
3339,C097859,P980619,2024-05-27,7,6751.28,223.73
3340,C171072,P553619,2025-01-10,4,1880.07,616.97
3341,C290882,P309407,2024-10-19,5,4481.23,114.62
3342,C353953,P484060,2023-01-09,8,4894.07,163.21
3343,C450811,P696956,2023-04-28,8,5530.2,1300.76
3344,C949034,P722265,2023-11-05,6,2677.11,135.51
3345,C918729,P900194,2024-01-15,6,1689.92,226.42
3346,C327391,P856438,2025-05-29,3,3013.52,28.36
3347,C570220,P275389,2023-11-06,5,5130.19,846.76
3348,C985574,P864947,2025-08-09,2,1365.23,52.59
3349,C727801,P329645,2024-08-03,1,12.33,3.19
3350,C582636,P496878,2023-04-20,3,637.39,154.1
3351,C588274,P222288,2023-12-08,7,1050.35,289.52
3352,C967323,P106633,2023-07-14,6,2635.83,449.13
3353,C783807,P833885,2023-01-03,7,3135.6,1004.97
3354,C035403,P812662,2024-09-16,4,1811.8,559.96
3355,C039728,P644241,2024-07-19,5,4694.2,233.0
3356,C347203,P722265,2024-02-11,7,3099.86,181.53
3357,C223685,P329645,2025-08-14,6,92.0,1.12
3358,C588274,P891377,2025-06-30,3,1503.34,75.17
3359,C952019,P961816,2025-08-13,3,3152.84,26.62
3360,C920893,P357660,2023-11-14,8,3470.95,274.09
3361,C957181,P157866,2023-08-01,2,392.32,1.84
3362,C260830,P727843,2025-01-01,7,101.67,14.67
3363,C617080,P525569,2025-03-11,1,899.78,7.41
3364,C494998,P327724,2024-12-28,3,291.31,48.32
3365,C007855,P864947,2025-02-10,1,681.8,27.11
3366,C880306,P273314,2024-10-24,8,2349.68,289.04
3367,C837588,P627467,2024-04-21,5,5564.48,274.92
3368,C736384,P160288,2023-08-01,6,1889.4,28.02
3369,C961435,P021683,2025-03-23,6,4059.03,1259.49
3370,C233710,P539972,2025-04-14,5,5209.12,614.58
3371,C686511,P885016,2024-04-04,6,1589.5,354.74
3372,C711530,P961816,2023-07-23,4,4097.82,141.46
3373,C551245,P371270,2023-01-10,3,2950.23,12.03
3374,C351396,P474352,2024-08-10,2,1315.65,74.93
3375,C570220,P649669,2023-01-23,4,4043.67,209.77
3376,C660655,P196667,2024-03-27,2,1877.59,422.01
3377,C379085,P201973,2025-03-13,8,3558.54,357.54
3378,C570220,P155531,2025-05-26,7,7752.56,285.33
3379,C664434,P116864,2025-02-07,6,4870.76,323.5
3380,C006043,P141272,2023-06-27,5,3182.86,608.24
3381,C527077,P141272,2023-03-22,3,1757.04,517.62
3382,C185687,P721433,2024-07-23,5,4766.23,1221.62
3383,C176725,P384081,2023-01-30,4,385.59,28.01
3384,C737820,P471980,2023-05-11,5,3869.01,500.84
3385,C448653,P208124,2023-04-04,8,7036.92,1538.68
3386,C233710,P856438,2023-10-27,1,790.62,223.34
3387,C557055,P155531,2025-04-13,7,6196.63,1841.26
3388,C311846,P489519,2024-04-18,2,343.06,90.06
3389,C670326,P785818,2023-11-25,5,823.5,95.05
3390,C189546,P885016,2025-08-05,5,1599.93,20.27
3391,C565720,P415103,2023-08-21,8,7982.35,319.81
3392,C502993,P833885,2024-10-06,3,1623.93,150.6
3393,C326321,P885016,2023-06-09,6,1653.19,291.05
3394,C327391,P465110,2024-01-30,7,1932.08,451.91
3395,C313678,P065667,2025-07-25,3,135.98,42.19
3396,C329449,P971430,2024-10-04,4,772.54,98.26
3397,C984351,P079649,2025-03-24,3,1637.56,41.87
3398,C746721,P273314,2023-02-18,2,572.12,87.56
3399,C356331,P275389,2023-08-30,6,5410.6,1761.74
3400,C580502,P367946,2025-04-06,1,712.18,143.19
3401,C223685,P820680,2025-05-25,1,450.54,123.94
3402,C329449,P934635,2024-12-11,1,546.27,136.13
3403,C645264,P661845,2023-12-27,2,283.03,48.75
3404,C121868,P208944,2024-12-12,6,2995.1,139.66
3405,C446753,P062363,2024-05-20,2,2049.56,92.46
3406,C582636,P785818,2024-02-02,5,861.19,57.36
3407,C021889,P820680,2023-07-06,3,1714.19,9.25
3408,C931160,P661845,2023-05-28,2,300.62,31.16
3409,C839449,P155817,2024-12-02,5,227.12,39.38
3410,C746305,P864947,2025-05-20,4,2191.4,644.24
3411,C508284,P888101,2024-12-09,4,3310.03,176.37
3412,C931160,P891377,2023-11-06,8,3286.24,923.12
3413,C298363,P800050,2024-05-29,8,4865.58,708.74
3414,C448653,P980619,2023-01-13,5,4403.44,578.71
3415,C439281,P373228,2025-05-30,6,351.18,63.66
3416,C870685,P464335,2024-12-01,6,2452.94,44.56
3417,C263770,P327724,2023-07-14,8,793.19,112.49
3418,C400722,P885016,2024-02-11,7,1908.38,359.9
3419,C527077,P961816,2025-06-17,6,5700.59,658.33
3420,C435426,P796107,2024-04-08,8,6385.57,858.75
3421,C176725,P961816,2025-07-22,6,5457.16,901.76
3422,C687203,P598642,2023-03-24,7,7137.89,682.93
3423,C921714,P848742,2025-04-08,3,682.56,4.77
3424,C133686,P812662,2025-01-12,3,1711.71,67.11
3425,C837588,P609544,2023-03-15,6,435.83,130.93
3426,C984351,P900194,2023-08-12,1,307.28,12.11
3427,C446753,P327724,2025-02-14,7,746.39,46.08
3428,C032137,P222288,2024-11-15,3,481.53,92.7
3429,C254509,P891377,2024-11-11,3,1561.64,16.87
3430,C870685,P079649,2023-12-10,5,2362.75,436.3
3431,C652614,P420341,2023-12-14,2,9.72,0.5
3432,C171072,P772985,2023-08-17,1,833.01,9.18
3433,C047759,P309407,2025-05-22,4,3029.24,647.44
3434,C353953,P627467,2025-04-18,2,2232.53,103.23
3435,C081273,P981945,2025-04-28,3,534.84,129.99
3436,C333840,P891377,2024-06-07,2,865.23,187.11
3437,C171749,P450984,2025-06-09,7,5676.3,892.43
3438,C593747,P814985,2024-02-16,5,1484.42,427.03
3439,C266092,P473890,2023-04-23,6,506.29,35.51
3440,C171749,P141272,2024-02-03,5,2853.92,937.18
3441,C831880,P375734,2025-05-07,1,902.68,9.71
3442,C693755,P755976,2024-08-06,8,2466.81,306.63
3443,C668177,P553619,2023-09-08,6,3257.91,487.65
3444,C039459,P055207,2024-10-15,7,4526.79,343.04
3445,C385603,P720285,2025-03-04,2,1585.27,277.45
3446,C171072,P856438,2023-08-11,5,4235.18,834.62
3447,C145537,P848742,2025-01-02,7,1279.54,324.23
3448,C976694,P079649,2023-07-17,3,1672.25,7.18
3449,C450811,P627467,2023-02-16,5,5601.31,238.09
3450,C467947,P309407,2023-08-11,2,1709.01,129.33
3451,C329449,P436656,2025-07-28,2,417.52,9.62
3452,C331341,P944501,2023-06-07,7,2760.23,475.8
3453,C636096,P116216,2024-08-12,2,1713.4,333.48
3454,C425571,P993502,2023-04-24,1,1028.41,14.87
3455,C103953,P517566,2024-02-24,1,39.22,8.87
3456,C373573,P375227,2024-12-24,1,411.12,6.51
3457,C272914,P993502,2025-02-04,3,2707.91,421.93
3458,C808405,P489519,2024-02-10,4,677.19,189.05
3459,C500265,P155817,2024-10-08,1,48.95,4.35
3460,C976694,P908105,2023-09-08,4,2231.91,355.69
3461,C602276,P515811,2024-07-20,3,1435.43,431.74
3462,C563213,P375227,2024-11-06,1,411.4,6.23
3463,C512170,P309407,2024-12-15,7,6170.37,263.82
3464,C833710,P392619,2025-08-13,4,33.18,9.06
3465,C640228,P883409,2025-06-29,4,1131.92,320.2
3466,C493098,P776014,2024-11-20,4,4135.86,234.34
3467,C345873,P157866,2025-07-10,2,344.33,49.83
3468,C325372,P609544,2025-06-23,7,631.96,29.26
3469,C229977,P484060,2023-09-11,7,3814.29,610.83
3470,C039459,P772985,2023-01-01,2,1604.43,79.95
3471,C064761,P464335,2025-03-21,3,1185.96,62.79
3472,C645264,P450984,2023-04-12,4,3425.75,327.81
3473,C996207,P222288,2025-01-24,2,332.25,50.57
3474,C512445,P918103,2024-02-20,8,2662.02,374.22
3475,C810458,P471980,2024-03-08,6,4161.6,1082.22
3476,C439281,P599862,2024-10-12,2,1405.75,382.91
3477,C502141,P971430,2025-02-27,2,367.79,67.61
3478,C905579,P885695,2024-02-24,2,1610.73,209.63
3479,C193198,P062363,2023-12-27,7,6410.83,1086.24
3480,C954133,P971430,2024-07-08,5,993.27,95.23
3481,C030990,P755976,2025-01-22,1,260.82,85.86
3482,C121280,P661845,2024-12-19,7,1051.82,109.41
3483,C347203,P474352,2024-06-30,7,3937.77,929.26
3484,C311649,P515811,2024-08-11,2,1201.72,43.06
3485,C798701,P679216,2023-11-12,3,3167.94,297.54
3486,C246116,P908105,2024-11-18,7,3817.05,711.25
3487,C875935,P885695,2025-01-25,5,3542.2,1008.7
3488,C641038,P918103,2024-03-31,5,1600.0,297.65
3489,C734353,P900194,2024-03-09,5,1571.83,25.12
3490,C555454,P812662,2024-09-25,7,3647.91,502.67
3491,C590483,P888101,2024-07-20,8,6437.65,535.15
3492,C099135,P814985,2023-09-19,6,1900.6,393.14
3493,C540305,P899452,2024-02-20,5,1494.19,28.66
3494,C210570,P357660,2025-04-01,5,2274.79,65.86
3495,C165265,P841579,2023-10-23,8,5413.95,807.17
3496,C918729,P465110,2023-07-31,7,1947.08,436.91
3497,C593747,P309407,2023-04-20,7,5962.94,471.25
3498,C327391,P309407,2023-01-29,5,4262.63,333.22
3499,C570220,P414772,2024-11-09,7,3606.38,1011.03
3500,C324357,P375227,2023-05-02,1,400.5,17.13
3501,C103693,P382969,2023-02-10,7,5580.52,620.43
3502,C580502,P366261,2023-01-19,3,1723.95,125.07
3503,C467947,P496878,2024-06-16,2,426.06,101.6
3504,C602276,P883409,2025-06-17,4,1134.49,317.63
3505,C003524,P980619,2024-05-09,5,4151.68,830.47
3506,C580800,P420341,2023-08-31,8,38.2,2.68
3507,C593991,P772985,2024-07-20,6,4527.62,525.52
3508,C703193,P656411,2023-06-02,8,2961.76,726.96
3509,C348136,P175136,2023-01-01,4,1792.58,20.82
3510,C423598,P055207,2025-02-17,7,4745.87,123.96
3511,C620354,P496878,2024-10-22,4,1050.76,4.56
3512,C304741,P055207,2023-10-27,2,1197.3,194.08
3513,C263770,P276820,2023-07-16,8,1760.06,570.18
3514,C680175,P891377,2024-03-18,8,3610.07,599.29
3515,C193198,P553619,2025-07-24,1,522.25,102.01
3516,C463384,P833885,2023-06-15,7,3231.52,909.05
3517,C890407,P444405,2023-04-26,4,1610.6,192.84
3518,C708207,P045043,2023-02-18,4,3339.2,243.04
3519,C642531,P160288,2023-09-16,3,814.56,144.15
3520,C785244,P106633,2024-05-10,5,2143.23,427.57
3521,C971194,P775751,2025-07-13,7,2936.03,755.35
3522,C378313,P414772,2023-11-05,1,597.32,62.31
3523,C620354,P040587,2023-04-30,6,3554.21,1046.95
3524,C727801,P392619,2025-06-12,8,81.59,2.89
3525,C095923,P755976,2023-07-08,3,1007.57,32.47
3526,C875935,P980619,2023-08-30,4,3057.18,928.54
3527,C843251,P891377,2024-03-26,1,492.15,34.02
3528,C825533,P553619,2025-07-11,7,4038.18,331.64
3529,C656660,P722265,2024-01-17,4,1593.45,281.63
3530,C324357,P375227,2023-04-09,4,1447.35,223.17
3531,C761747,P599862,2024-05-15,2,1355.16,433.5
3532,C656660,P825163,2025-01-16,6,6117.39,352.89
3533,C439281,P141272,2023-01-04,4,2733.85,299.03
3534,C642081,P796107,2023-04-04,2,1390.32,420.76
3535,C620354,P833885,2023-08-31,3,1493.57,280.96
3536,C134619,P785818,2023-06-10,7,1037.65,248.32
3537,C593747,P489519,2025-01-19,4,732.52,133.72
3538,C296256,P155817,2024-12-30,6,275.5,44.3
3539,C176725,P885016,2024-08-21,5,1551.22,68.98
3540,C804397,P238925,2024-12-30,6,772.27,20.09
3541,C226756,P428001,2023-12-02,8,7100.16,719.92
3542,C746721,P944501,2023-03-10,1,423.46,38.83
3543,C899814,P107697,2025-05-22,1,233.32,23.31
3544,C234661,P387671,2023-09-22,8,6191.55,792.93
3545,C435426,P833885,2023-08-24,6,2982.43,566.63
3546,C285751,P848742,2023-11-01,8,1432.47,400.41
3547,C121280,P891377,2023-04-25,8,4084.04,125.32
3548,C448653,P817843,2024-12-20,8,4461.33,234.11
3549,C931160,P679216,2023-02-07,6,6530.06,400.9
3550,C457719,P309407,2023-02-01,4,3497.23,179.45
3551,C463384,P645373,2024-03-07,2,1795.35,501.85
3552,C876960,P842673,2023-09-03,3,1763.78,210.85
3553,C736384,P736478,2024-04-30,3,1765.3,449.69
3554,C021889,P341596,2023-12-28,3,1056.21,144.0
3555,C670326,P993502,2023-01-10,5,4137.64,1078.76
3556,C640078,P796107,2023-11-20,2,1669.15,141.93
3557,C379085,P885695,2024-12-09,5,4086.03,464.87
3558,C177191,P490957,2025-08-06,6,3634.07,809.83
3559,C345873,P736478,2023-02-21,2,1287.69,188.97
3560,C810967,P496878,2024-03-11,8,2011.44,99.2
3561,C332964,P864947,2024-05-23,2,1157.22,260.6
3562,C497757,P168876,2025-08-13,3,1297.55,225.61
3563,C512170,P627467,2023-11-14,4,4426.38,245.14
3564,C752217,P375734,2024-08-24,5,3548.45,1013.5
3565,C918729,P207957,2023-09-26,6,6503.88,86.76
3566,C659474,P319092,2024-08-22,1,711.48,148.18
3567,C145537,P175136,2024-06-29,6,2393.9,326.2
3568,C227397,P208124,2024-06-28,4,3395.23,892.57
3569,C637717,P465110,2023-06-17,2,561.21,119.93
3570,C580800,P157866,2024-11-10,5,762.55,222.85
3571,C176725,P891377,2024-02-04,5,2146.69,484.16
3572,C425571,P498694,2023-11-01,8,4702.77,802.11
3573,C555454,P375227,2024-07-28,6,1989.66,516.12
3574,C513512,P980619,2024-10-12,6,4851.27,1127.31
3575,C842436,P498694,2025-01-29,2,1086.32,289.9
3576,C899814,P755976,2023-05-27,2,616.9,76.46
3577,C413376,P222288,2025-01-18,2,304.34,78.48
3578,C721441,P107697,2024-07-07,4,862.46,164.06
3579,C377666,P010283,2024-04-18,1,110.27,33.23
3580,C831880,P721433,2024-06-25,5,4616.78,1371.07
3581,C582775,P980619,2025-04-10,2,1599.32,393.54
3582,C822594,P517566,2024-05-23,3,125.4,18.87
3583,C224929,P801232,2023-04-18,2,1390.51,66.37
3584,C337780,P444405,2023-08-03,6,2196.6,508.56
3585,C593747,P609544,2025-03-04,2,161.62,27.3
3586,C727801,P382115,2025-05-04,2,1821.4,134.52
3587,C210817,P319092,2023-01-12,1,701.08,158.58
3588,C355445,P812662,2024-10-07,3,1408.21,370.61
3589,C166816,P196667,2024-08-13,1,1043.33,106.47
3590,C697485,P775751,2025-06-01,7,2838.11,853.27
3591,C327391,P710221,2023-08-15,6,68.92,1.58
3592,C412606,P327724,2025-02-01,1,91.85,21.36
3593,C134619,P656411,2025-02-26,6,2631.56,134.98
3594,C260803,P525569,2023-01-21,2,1759.1,55.28
3595,C999288,P473890,2023-03-23,1,84.69,5.61
3596,C934521,P040587,2025-05-23,8,5663.45,471.43
3597,C746305,P327724,2023-12-24,2,212.65,13.77
3598,C486458,P275389,2024-08-10,1,989.16,206.23
3599,C324357,P309407,2025-03-27,2,1445.13,393.21
3600,C211686,P045043,2023-02-13,5,4110.91,366.89
3601,C101165,P817843,2023-08-06,8,4452.94,242.5
3602,C876960,P465110,2025-08-13,8,2584.49,140.07
3603,C196972,P474352,2023-05-24,8,5452.65,109.67
3604,C450811,P442180,2024-06-05,7,947.77,156.97
3605,C527077,P515811,2023-09-05,1,512.8,109.59
3606,C147751,P825163,2024-07-11,6,4892.46,1577.82
3607,C831880,P207957,2023-04-03,6,5547.89,1042.75
3608,C724337,P727843,2024-11-12,4,65.05,1.43
3609,C643312,P776014,2025-04-20,7,7190.11,457.74
3610,C797887,P798627,2023-07-10,6,2731.3,259.22
3611,C226756,P330689,2024-01-24,5,2732.28,179.12
3612,C744651,P275389,2024-11-06,3,2834.58,751.59
3613,C278352,P833885,2024-05-12,3,1571.82,202.71
3614,C327379,P489519,2024-08-31,7,1138.16,377.76
3615,C870680,P168876,2024-02-24,1,464.17,43.55
3616,C920893,P891377,2023-07-01,2,952.97,99.37
3617,C686926,P065667,2023-03-12,7,407.77,7.96
3618,C266092,P222288,2023-11-28,4,701.56,64.08
3619,C325372,P817843,2024-02-24,5,2903.21,31.44
3620,C378313,P045043,2023-02-08,4,2982.86,599.38
3621,C086891,P888101,2023-05-19,8,5264.24,1708.56
3622,C875935,P436451,2023-05-27,8,6853.7,803.42
3623,C971194,P375734,2025-08-14,2,1704.67,120.11
3624,C311846,P908105,2024-04-09,2,1122.74,171.06
3625,C641038,P649669,2024-08-29,6,5113.3,1266.86
3626,C295001,P319092,2024-02-26,1,769.74,89.92
3627,C445130,P835266,2024-12-12,1,788.55,130.95
3628,C254509,P464335,2024-07-03,5,1592.94,488.31
3629,C210570,P820680,2025-02-22,5,2246.81,625.59
3630,C131197,P442180,2023-04-25,4,500.11,131.17
3631,C263770,P980619,2024-07-04,8,7700.84,270.6
3632,C513512,P045043,2024-04-09,5,3483.43,994.37
3633,C225258,P517566,2025-04-05,2,77.21,18.97
3634,C196972,P776014,2025-05-09,5,4403.44,1059.31
3635,C263770,P038166,2023-07-27,5,1050.92,326.03
3636,C709445,P428001,2025-02-17,2,1707.1,247.92
3637,C822594,P566556,2024-04-26,8,7306.63,1422.65
3638,C304741,P736478,2023-08-16,4,2794.99,158.33
3639,C635262,P992250,2024-04-05,1,457.03,119.56
3640,C810458,P371270,2025-01-04,1,838.06,149.36
3641,C189546,P062363,2023-12-24,4,3734.99,549.05
3642,C960979,P598642,2023-01-24,3,2895.14,456.64
3643,C752217,P375734,2023-12-24,5,3663.79,898.16
3644,C005507,P436451,2023-03-11,3,2252.37,619.05
3645,C789728,P880163,2024-09-17,1,938.8,207.53
3646,C285751,P727843,2024-04-17,3,49.77,0.09
3647,C372107,P116216,2023-03-09,1,1008.96,14.48
3648,C450811,P785818,2024-12-07,5,895.65,22.9
3649,C072630,P961816,2023-10-05,6,4772.64,1586.28
3650,C278352,P420341,2024-10-20,2,10.07,0.15
3651,C345873,P720285,2023-04-12,3,2693.35,100.73
3652,C724234,P489519,2024-04-21,1,184.76,31.8
3653,C185687,P883409,2024-05-01,3,886.41,202.68
3654,C686926,P319092,2024-02-21,4,3281.04,157.6
3655,C378313,P010283,2024-05-22,5,575.17,142.33
3656,C587602,P934635,2023-01-15,5,2701.98,710.02
3657,C391908,P490957,2023-06-26,7,5055.35,129.2
3658,C954133,P676501,2023-02-06,4,231.42,19.14
3659,C483909,P207957,2023-04-12,7,7275.58,413.5
3660,C670326,P656411,2023-06-02,7,2865.61,362.02
3661,C880306,P375227,2023-02-27,3,1008.88,244.01
3662,C309883,P825163,2025-03-09,4,3891.96,421.56
3663,C632844,P375734,2023-03-13,6,5205.28,269.06
3664,C605407,P473890,2023-02-01,1,82.65,7.65
3665,C670326,P327724,2023-01-31,1,110.5,2.71
3666,C198799,P375734,2023-12-08,1,906.46,5.93
3667,C165265,P645373,2024-09-22,8,8983.26,205.54
3668,C711530,P038166,2024-11-01,8,2108.57,94.55
3669,C053749,P772985,2023-07-29,7,5060.59,834.74
3670,C593991,P436656,2024-04-28,2,357.19,69.95
3671,C487387,P848742,2023-07-10,2,455.36,2.86
3672,C467947,P327724,2025-06-10,5,460.84,105.21
3673,C145537,P785818,2023-04-24,3,475.74,75.39
3674,C876960,P992250,2025-05-04,1,511.03,65.56
3675,C038689,P841579,2024-02-21,1,586.49,191.15
3676,C196874,P329645,2025-02-16,5,71.91,5.69
3677,C737820,P796107,2024-01-05,3,2653.57,63.05
3678,C512170,P656411,2023-05-28,6,2641.3,125.24
3679,C659474,P908105,2025-02-12,2,1247.9,45.9
3680,C224502,P208124,2024-08-20,5,4950.95,408.8
3681,C910316,P992250,2025-06-23,3,1567.25,162.52
3682,C295001,P710221,2024-11-21,3,31.54,3.71
3683,C147751,P515811,2023-11-20,2,1174.87,69.91
3684,C614032,P833885,2024-02-23,2,990.32,192.7
3685,C424446,P817843,2025-01-07,1,444.52,142.41
3686,C502993,P375734,2023-10-04,6,4342.3,1132.04
3687,C304741,P473890,2024-07-07,6,526.64,15.16
3688,C691569,P856438,2023-04-19,2,1736.42,291.5
3689,C728645,P302996,2025-08-10,2,330.73,14.75
3690,C505729,P415103,2025-06-20,7,5460.34,1804.05
3691,C454719,P159362,2025-01-20,7,4884.25,332.99
3692,C296256,P201973,2025-03-21,7,3317.86,108.71
3693,C134619,P864947,2023-03-02,1,620.26,88.65
3694,C435426,P720285,2024-04-12,5,4629.28,27.52
3695,C006043,P371270,2024-03-24,2,1492.62,482.22
3696,C728645,P812662,2023-02-03,8,4397.75,345.77
3697,C017673,P856438,2023-03-29,7,6564.01,533.71
3698,C229485,P731812,2024-08-07,4,4109.59,447.81
3699,C909474,P040587,2025-05-03,4,2465.13,602.31
3700,C439813,P116216,2024-07-07,5,4464.93,652.27
3701,C490446,P944501,2023-02-10,3,1346.21,40.66
3702,C047759,P107697,2024-02-25,6,1434.18,105.6
3703,C996207,P934771,2025-01-01,1,58.02,2.55
3704,C439281,P842673,2025-01-31,8,4362.2,903.48
3705,C593991,P934771,2025-06-06,1,55.13,5.44
3706,C353289,P888101,2025-06-18,4,2822.8,663.6
3707,C500265,P366261,2023-01-22,1,531.82,84.52
3708,C839449,P971430,2025-03-23,5,886.1,202.4
3709,C387619,P820680,2023-09-03,2,973.12,175.84
3710,C500265,P498694,2024-06-17,2,1334.48,41.74
3711,C022351,P731812,2025-03-28,1,1132.76,6.59
3712,C053749,P776014,2024-08-04,3,2605.4,672.25
3713,C103693,P785818,2023-07-26,8,1196.99,272.69
3714,C448653,P309407,2025-03-02,8,5992.97,1360.39
3715,C355445,P471980,2024-02-02,1,755.6,118.37
3716,C224502,P029248,2023-11-04,2,896.98,276.62
3717,C115823,P517566,2024-05-06,5,217.1,23.35
3718,C005507,P175136,2023-01-24,5,1878.97,387.78
3719,C920893,P392619,2023-05-02,2,17.3,3.82
3720,C032137,P944501,2023-03-26,2,803.6,120.98
3721,C746721,P302996,2023-04-05,6,856.54,179.9
3722,C353289,P428001,2023-05-25,5,4704.17,183.38
3723,C298363,P081878,2024-10-13,5,3108.45,783.1
3724,C680175,P656411,2023-03-12,6,2625.82,140.72
3725,C614303,P097562,2023-10-12,7,5837.33,668.68
3726,C910316,P155817,2024-01-20,5,247.62,18.88
3727,C042388,P908105,2025-06-02,7,4039.31,488.99
3728,C697485,P676501,2023-04-08,1,54.02,8.62
3729,C502141,P208124,2025-04-09,3,2647.98,567.87
3730,C580800,P387671,2024-12-06,3,2016.34,602.84
3731,C880306,P571543,2024-06-09,8,5429.87,951.57
3732,C263770,P159362,2023-01-02,3,1698.79,537.17
3733,C224929,P848742,2023-02-04,6,1202.55,172.11
3734,C876960,P814985,2023-09-26,6,1774.88,518.86
3735,C905579,P649669,2025-03-19,6,5363.84,1016.32
3736,C854339,P900194,2023-11-16,3,730.36,227.81
3737,C120303,P116864,2024-04-10,1,863.89,1.82
3738,C882843,P961816,2024-09-26,2,1593.71,525.93
3739,C558653,P238925,2024-07-18,6,771.13,21.23
3740,C226756,P598642,2023-03-13,3,2692.9,658.88
3741,C324357,P116864,2024-08-01,1,803.62,62.09
3742,C512170,P609544,2025-06-23,1,93.02,1.44
3743,C424446,P696956,2023-08-13,1,797.41,56.46
3744,C660655,P042751,2023-02-25,2,309.08,10.2
3745,C198799,P801232,2023-05-27,8,5701.26,126.26
3746,C013892,P696956,2023-07-25,3,2197.99,363.62
3747,C783807,P201973,2023-03-12,6,2871.29,65.77
3748,C617575,P436451,2024-06-29,6,5726.29,16.55
3749,C185687,P201973,2024-03-21,6,2772.3,164.76
3750,C901375,P835266,2023-11-16,7,5269.23,1167.27
3751,C038689,P755976,2025-07-04,3,785.63,254.41
3752,C135342,P571543,2025-05-22,5,3606.69,381.71
3753,C535425,P772985,2024-09-28,2,1544.2,140.18
3754,C193008,P162734,2024-05-26,4,264.95,84.13
3755,C315159,P382115,2025-05-15,3,2743.56,190.32
3756,C894333,P883409,2024-03-07,2,636.91,89.15
3757,C660655,P309407,2023-06-23,3,2109.36,648.15
3758,C196972,P330689,2025-02-06,3,1386.1,360.74
3759,C290882,P885016,2024-02-08,8,1952.75,639.57
3760,C210570,P106633,2025-05-17,7,2966.04,633.08
3761,C693755,P442180,2025-08-12,7,841.62,263.12
3762,C614032,P937934,2023-03-20,8,6372.42,1807.5
3763,C660655,P489519,2024-03-28,5,868.92,213.88
3764,C001662,P992250,2024-04-23,2,962.22,190.96
3765,C641038,P366261,2024-10-16,4,2242.49,222.87
3766,C691569,P900194,2025-08-13,2,510.02,128.76
3767,C985574,P428001,2024-08-02,8,5877.92,1942.16
3768,C196874,P040587,2023-08-29,6,3607.2,993.96
3769,C527077,P800050,2023-02-24,5,2851.56,632.39
3770,C508284,P168876,2024-07-14,3,1162.37,360.79
3771,C081273,P273314,2023-12-11,7,1822.01,486.87
3772,C381866,P496878,2023-06-17,6,1481.36,101.62
3773,C254509,P208124,2024-02-14,5,4286.42,1073.33
3774,C529393,P273314,2025-02-23,2,643.01,16.67
3775,C739001,P785818,2025-03-03,4,634.41,100.43
3776,C221784,P107697,2023-05-31,8,1925.2,127.84
3777,C290882,P201973,2023-08-28,5,2309.66,137.89
